sport,role,gender,age,weight_kg,height_cm,training_intensity,session_duration_min,training_days_per_week,is_match_day,is_recovery_day,fatigue_score,goal,diet_type,sport_enc,gender_enc,goal_enc,diet_enc,calories_kcal,protein_g,carbs_g,fat_g,needs_iron,needs_calcium,needs_vitd
Athletics,Sprinter,male,21,68.8,166,7,60,6,0,0,3,maintain,non-veg,3,0,0,1,3065,135.6,492.6,61.4,0,0,0
Badminton,Singles player,male,17,68.4,168,5,121,3,0,0,4,maintain,non-veg,5,0,0,1,2646,129.8,381.4,66.8,0,1,1
Wrestling,Freestyle wrestler,male,18,78.8,176,7,109,3,0,0,8,maintain,veg,4,0,0,0,3875,200.6,614.9,68.1,1,1,1
Cricket,Spin bowler,male,26,67.1,168,1,94,4,0,1,3,bulk,non-veg,0,0,1,1,2275,128.0,307.8,59.1,0,0,0
Football,Defender,male,14,80.8,178,5,87,5,0,0,3,bulk,veg,1,0,1,0,4135,146.7,723.7,72.6,0,1,0
Badminton,Singles player,female,25,55.8,158,5,122,4,0,1,5,maintain,veg,5,1,0,0,1916,88.5,277.0,50.4,1,0,1
Athletics,Hurdler,male,25,67.9,167,5,98,4,1,0,9,cut,non-veg,3,0,2,1,3973,155.6,711.4,56.1,1,0,0
Football,Goalkeeper,male,20,67.3,166,6,68,5,0,1,4,bulk,non-veg,1,0,1,1,2866,121.1,328.0,118.8,0,0,0
Cricket,Spin bowler,female,24,46.6,166,7,82,5,0,0,6,maintain,non-veg,0,1,0,1,2078,92.0,316.7,49.3,1,0,0
Athletics,Jumper,male,20,62.0,167,5,115,5,0,1,7,maintain,veg,3,0,0,0,3239,115.2,573.9,53.6,1,0,0
Badminton,Singles player,male,27,67.0,168,6,104,4,1,0,6,maintain,non-veg,5,0,0,1,3669,127.5,643.0,65.2,0,0,1
Wrestling,Greco-Roman wrestler,male,19,78.1,162,4,80,5,0,0,4,cut,veg,4,0,2,0,2830,145.1,447.9,50.9,0,1,1
Cricket,Fast bowler,male,28,55.8,179,8,104,4,0,0,1,bulk,veg,0,0,1,0,2998,115.2,300.9,148.2,0,0,0
Wrestling,Greco-Roman wrestler,male,17,78.9,185,2,59,4,0,0,6,maintain,veg,4,0,0,0,3404,157.4,565.3,57.0,0,1,1
Kabaddi,Defender,male,21,45.0,174,5,87,4,0,0,8,maintain,non-veg,2,0,0,1,2300,105.1,303.1,74.1,0,0,0
Wrestling,Greco-Roman wrestler,male,14,67.4,172,4,114,2,0,0,3,maintain,non-veg,4,0,0,1,2707,135.5,410.7,58.0,0,1,1
Kabaddi,All-rounder,male,17,67.8,179,6,82,7,0,1,5,maintain,non-veg,2,0,0,1,2732,126.0,399.1,70.2,0,1,0
Athletics,Sprinter,female,23,67.4,173,5,52,3,0,0,7,cut,veg,3,1,2,0,2882,110.7,509.1,44.8,1,0,0
Athletics,Sprinter,male,16,75.0,177,8,104,5,0,0,1,maintain,non-veg,3,0,0,1,4144,161.4,718.8,69.3,0,1,0
Football,Goalkeeper,female,21,52.2,163,3,115,5,0,1,3,maintain,veg,1,1,0,0,1902,89.5,298.6,38.9,1,0,0
Kabaddi,Raider,male,20,88.3,159,6,102,4,0,0,2,maintain,veg,2,0,0,0,3596,180.3,571.8,65.3,0,0,0
Football,Striker,male,22,60.3,179,9,79,3,1,0,8,maintain,non-veg,1,0,0,1,3222,136.7,364.2,135.4,0,0,0
Cricket,Wicket-keeper,male,18,65.8,166,3,131,1,0,0,8,maintain,non-veg,0,0,0,1,2368,102.9,372.3,51.9,0,1,0
Kabaddi,All-rounder,male,19,71.6,167,3,67,3,1,0,2,maintain,veg,2,0,0,0,3116,139.2,498.7,62.7,0,1,0
Kabaddi,Defender,male,23,83.0,171,7,67,4,1,0,2,maintain,veg,2,0,0,0,4539,204.6,761.6,74.9,0,0,0
Athletics,Hurdler,male,23,76.4,179,6,144,5,0,0,8,bulk,non-veg,3,0,1,1,3225,140.8,462.7,90.1,1,0,0
Badminton,Doubles player,male,18,73.4,171,4,78,6,0,0,8,bulk,veg,5,0,1,0,3260,133.6,533.3,65.8,0,1,1
Athletics,Hurdler,male,21,77.8,165,3,161,4,0,0,5,bulk,veg,3,0,1,0,4180,167.6,738.7,61.7,0,0,0
Badminton,Singles player,female,18,67.3,162,6,87,4,0,0,4,cut,non-veg,5,1,2,1,2804,102.0,498.2,44.8,1,1,1
Wrestling,Greco-Roman wrestler,male,21,58.3,186,6,100,6,0,0,4,bulk,veg,4,0,1,0,3015,113.9,359.2,124.7,0,0,1
Badminton,Doubles player,male,14,62.7,171,3,52,5,1,0,3,maintain,non-veg,5,0,0,1,2760,128.8,401.1,71.1,0,1,1
Cricket,All-rounder,male,18,66.5,167,6,137,4,1,0,3,cut,non-veg,0,0,2,1,2735,122.6,429.1,58.7,0,1,0
Athletics,Jumper,male,22,75.7,169,6,76,6,1,0,2,bulk,non-veg,3,0,1,1,3439,171.5,511.7,78.5,0,0,0
Cricket,Batsman,male,16,82.1,173,6,92,4,0,0,4,maintain,veg,0,0,0,0,3090,144.8,477.0,67.0,0,1,0
Football,Goalkeeper,female,18,62.9,163,5,105,5,1,0,3,cut,veg,1,1,2,0,3611,113.2,680.8,48.3,1,1,0
Kabaddi,Raider,female,19,58.5,173,6,60,3,0,0,3,cut,veg,2,1,2,0,2558,117.6,423.1,43.9,1,1,0
Football,Midfielder,male,16,71.4,174,6,49,5,0,1,3,maintain,non-veg,1,0,0,1,3556,125.3,626.1,61.1,0,1,0
Football,Midfielder,female,24,71.8,158,3,121,5,0,0,4,maintain,non-veg,1,1,0,1,3291,123.8,595.8,45.9,1,0,0
Badminton,Doubles player,male,22,70.5,166,6,73,6,0,1,3,bulk,veg,5,0,1,0,2902,113.3,441.5,75.9,0,0,1
Athletics,Jumper,male,26,46.3,170,8,126,5,0,1,3,maintain,non-veg,3,0,0,1,2503,92.4,415.8,52.2,0,0,0
Football,Defender,male,23,74.4,178,1,63,3,0,0,2,maintain,non-veg,1,0,0,1,3198,131.4,554.4,50.5,0,0,0
Athletics,Thrower,male,16,63.1,176,3,113,4,0,0,5,bulk,veg,3,0,1,0,2888,145.8,441.1,60.0,0,1,0
Football,Goalkeeper,male,17,73.6,177,6,75,4,0,0,6,maintain,non-veg,1,0,0,1,3513,135.6,597.4,64.6,0,1,0
Football,Midfielder,female,26,60.1,160,8,68,6,1,0,3,cut,non-veg,1,1,2,1,2474,115.5,388.5,50.9,1,0,0
Cricket,Spin bowler,male,14,51.8,177,4,31,4,0,0,7,maintain,non-veg,0,0,0,1,2417,102.8,282.5,97.3,0,1,0
Kabaddi,All-rounder,female,17,54.1,155,2,80,4,0,0,5,maintain,non-veg,2,1,0,1,2471,106.1,424.9,38.6,1,1,0
Football,Midfielder,male,19,78.3,165,3,108,7,0,0,5,maintain,veg,1,0,0,0,3248,130.8,556.1,55.6,0,1,0
Kabaddi,Defender,male,21,46.8,185,9,68,4,0,1,3,bulk,non-veg,2,0,1,1,2944,94.8,254.3,171.9,0,0,0
Wrestling,Freestyle wrestler,female,20,45.0,155,3,56,4,1,0,5,maintain,non-veg,4,1,0,1,2332,115.8,367.1,44.5,1,1,1
Cricket,Batsman,female,15,57.8,163,1,76,4,0,0,3,bulk,veg,0,1,1,0,2183,115.0,327.2,46.0,1,1,0
Athletics,Sprinter,female,17,52.4,152,5,58,5,0,0,6,maintain,non-veg,3,1,0,1,2589,110.8,438.1,43.7,1,1,0
Badminton,Singles player,male,16,59.0,157,4,118,3,0,1,4,cut,veg,5,0,2,0,2114,96.1,338.9,41.5,0,1,1
Cricket,Wicket-keeper,female,18,55.3,168,6,54,4,0,0,2,cut,veg,0,1,2,0,1961,102.6,293.6,41.8,1,1,0
Football,Midfielder,female,20,61.6,152,9,86,1,0,0,5,maintain,non-veg,1,1,0,1,2850,99.7,495.4,52.2,1,0,0
Football,Midfielder,male,19,73.0,168,5,91,1,0,0,5,maintain,veg,1,0,0,0,3513,134.2,608.9,60.1,0,1,0
Cricket,Wicket-keeper,female,21,57.1,155,2,101,4,1,0,1,bulk,non-veg,0,1,1,1,2554,99.9,417.4,53.9,1,0,0
Athletics,Thrower,female,20,55.4,167,4,137,5,1,0,1,bulk,veg,3,1,1,0,2656,140.1,343.4,80.2,1,0,0
Athletics,Sprinter,male,16,53.4,173,3,74,4,0,0,4,maintain,veg,3,0,0,0,2482,105.4,403.5,49.6,0,1,0
Cricket,Batsman,male,20,83.7,164,5,90,6,0,0,8,maintain,non-veg,0,0,0,1,2871,144.5,431.9,62.8,0,0,1
Kabaddi,Raider,male,17,79.2,172,6,123,6,0,0,6,maintain,non-veg,2,0,0,1,3518,167.1,565.0,65.5,0,1,0
Badminton,Doubles player,female,24,56.4,168,5,104,5,1,0,4,maintain,veg,5,1,0,0,3067,114.1,531.8,53.7,1,0,1
Athletics,Jumper,male,16,67.0,170,5,108,4,0,0,5,bulk,non-veg,3,0,1,1,3068,120.2,499.1,65.6,0,1,0
Kabaddi,All-rounder,male,18,75.6,169,10,59,4,0,0,4,maintain,veg,2,0,0,0,3416,143.9,546.0,72.9,0,1,0
Wrestling,Freestyle wrestler,female,14,70.2,154,6,67,4,1,0,6,maintain,veg,4,1,0,0,3742,145.1,657.5,59.1,1,1,1
Cricket,Spin bowler,male,19,51.5,167,5,150,5,0,0,6,maintain,non-veg,0,0,0,1,2350,82.2,298.9,91.7,0,1,0
Kabaddi,All-rounder,female,22,60.6,173,9,109,4,0,1,1,cut,non-veg,2,1,2,1,2405,128.3,367.9,46.7,1,0,0
Kabaddi,Defender,female,14,56.7,155,7,106,4,0,0,1,maintain,non-veg,2,1,0,1,2446,115.8,384.7,49.3,1,1,0
Kabaddi,All-rounder,male,16,67.2,169,7,68,3,0,0,3,bulk,veg,2,0,1,0,3114,124.3,498.6,69.1,0,1,0
Football,Winger,male,18,77.6,179,4,156,3,1,0,8,bulk,non-veg,1,0,1,1,4075,158.4,688.5,76.4,0,1,0
Wrestling,Greco-Roman wrestler,female,14,46.7,171,6,115,5,0,0,7,bulk,veg,4,1,1,0,2453,119.8,320.1,77.0,1,1,1
Wrestling,Greco-Roman wrestler,male,17,61.5,167,7,87,4,0,0,5,bulk,non-veg,4,0,1,1,2984,152.9,428.8,73.0,0,1,1
Kabaddi,Raider,female,21,47.4,167,6,62,4,1,0,4,bulk,non-veg,2,1,1,1,2779,92.6,470.1,58.7,1,0,0
Football,Midfielder,female,25,71.2,152,2,72,2,0,0,4,bulk,non-veg,1,1,1,1,3358,127.6,602.2,48.7,1,0,0
Football,Midfielder,male,14,62.8,179,6,88,4,0,1,6,maintain,non-veg,1,0,0,1,2675,121.8,385.0,72.0,0,1,0
Athletics,Sprinter,male,26,70.1,168,7,107,4,0,0,2,maintain,non-veg,3,0,0,1,3750,134.7,664.6,61.4,0,0,0
Badminton,Singles player,male,19,56.3,169,8,98,4,0,0,4,cut,veg,5,0,2,0,2326,98.8,351.3,58.4,0,1,1
Kabaddi,All-rounder,female,22,73.9,160,8,104,3,1,0,6,maintain,veg,2,1,0,0,3548,142.1,598.1,65.3,1,0,0
Badminton,Singles player,male,24,55.9,176,7,106,3,0,1,3,maintain,non-veg,5,0,0,1,2525,89.6,327.8,95.0,0,0,1
Football,Midfielder,female,22,56.6,171,4,85,3,0,0,5,cut,non-veg,1,1,2,1,2279,103.0,378.6,39.2,1,0,0
Badminton,Doubles player,female,16,60.1,166,4,66,7,0,1,4,maintain,non-veg,5,1,0,1,2431,97.0,407.4,45.9,1,1,1
Badminton,Singles player,male,21,75.4,172,2,62,5,0,0,7,bulk,non-veg,5,0,1,1,3456,132.3,597.8,59.5,0,0,1
Badminton,Doubles player,male,14,78.9,154,6,53,5,0,0,2,bulk,non-veg,5,0,1,1,3259,133.0,527.6,68.5,0,1,1
Football,Midfielder,male,21,61.1,176,4,126,6,1,0,7,bulk,non-veg,1,0,1,1,3108,107.6,463.6,91.5,0,0,1
Athletics,Sprinter,male,24,70.6,167,4,64,4,1,0,3,bulk,non-veg,3,0,1,1,3147,163.7,434.8,83.7,0,0,0
Cricket,Wicket-keeper,male,20,62.5,170,5,76,5,0,0,6,maintain,veg,0,0,0,0,2548,102.3,392.4,63.2,0,0,0
Badminton,Singles player,male,20,50.5,158,6,94,5,0,0,6,maintain,non-veg,5,0,0,1,2306,91.7,305.3,79.8,0,0,1
Athletics,Jumper,male,20,94.3,164,7,118,6,1,0,8,cut,non-veg,3,0,2,1,4062,222.1,634.9,70.5,1,0,1
Kabaddi,Defender,male,17,58.2,174,9,70,4,0,1,6,bulk,non-veg,2,0,1,1,3061,114.7,467.9,81.2,0,1,0
Badminton,Doubles player,male,24,73.3,172,7,112,3,0,0,7,bulk,non-veg,5,0,1,1,3343,136.4,540.5,70.6,0,0,1
Football,Winger,male,20,73.5,182,6,89,6,0,0,5,maintain,non-veg,1,0,0,1,3561,142.0,601.6,65.2,0,0,0
Athletics,Long-distance runner,male,14,60.6,168,3,78,3,0,0,2,cut,veg,3,0,2,0,2880,112.5,509.5,43.5,0,1,0
Wrestling,Freestyle wrestler,male,20,55.8,168,5,43,4,0,0,3,maintain,veg,4,0,0,0,2421,102.9,351.6,67.0,0,0,1
Athletics,Long-distance runner,male,17,68.5,165,9,45,4,0,0,6,maintain,veg,3,0,0,0,3445,120.3,593.7,65.4,0,1,0
Kabaddi,All-rounder,male,26,56.5,170,6,126,4,1,0,4,bulk,non-veg,2,0,1,1,3080,111.0,461.1,87.9,0,0,0
Kabaddi,Defender,male,20,69.7,163,6,89,4,0,0,3,bulk,non-veg,2,0,1,1,3206,138.6,514.1,66.1,0,0,0
Kabaddi,Defender,female,20,76.9,161,7,38,3,0,0,3,maintain,non-veg,2,1,0,1,3153,148.6,511.0,57.2,1,0,0
Football,Defender,male,14,82.9,176,4,107,5,0,0,4,maintain,veg,1,0,0,0,3440,170.7,544.8,64.2,0,1,0
Athletics,Hurdler,male,22,78.5,174,2,163,5,0,0,4,bulk,non-veg,3,0,1,1,3457,155.6,572.1,60.7,0,0,0
Wrestling,Freestyle wrestler,male,19,64.8,170,1,104,2,1,0,3,maintain,veg,4,0,0,0,2945,155.3,456.0,55.5,0,1,1
Athletics,Jumper,male,15,50.5,176,6,83,6,0,0,5,maintain,veg,3,0,0,0,2533,83.9,303.6,109.2,0,1,0
Kabaddi,Defender,male,17,62.9,172,3,143,5,0,1,4,bulk,non-veg,2,0,1,1,2618,136.3,390.5,56.8,0,1,0
Athletics,Jumper,male,28,76.1,179,5,91,4,1,0,6,cut,non-veg,3,0,2,1,3956,171.9,678.7,61.5,0,0,0
Football,Winger,male,26,64.0,169,6,42,6,0,1,7,bulk,non-veg,1,0,1,1,2792,134.0,393.3,75.9,0,0,1
Wrestling,Freestyle wrestler,female,21,54.0,153,5,81,7,1,0,3,cut,non-veg,4,1,2,1,2942,122.6,518.5,42.0,1,1,1
Badminton,Singles player,male,23,53.9,174,4,62,4,1,0,7,cut,non-veg,5,0,2,1,2302,110.8,345.9,52.8,0,0,1
Cricket,All-rounder,male,18,72.0,176,8,99,4,1,0,3,cut,veg,0,0,2,0,3096,154.3,388.5,102.8,0,1,0
Football,Winger,male,24,80.6,170,6,117,4,0,1,2,maintain,veg,1,0,0,0,3786,158.3,648.5,62.1,0,0,0
Badminton,Doubles player,female,22,54.3,171,6,55,3,1,0,4,bulk,non-veg,5,1,1,1,2796,108.7,429.4,71.5,1,0,1
Football,Striker,female,16,62.7,158,8,112,4,0,0,3,bulk,veg,1,1,1,0,2704,122.5,388.9,73.1,1,1,0
Cricket,Spin bowler,male,30,64.1,163,3,100,3,0,0,3,bulk,non-veg,0,0,1,1,2496,101.5,344.8,79.0,0,0,0
Athletics,Sprinter,female,15,80.3,154,8,30,6,0,0,3,maintain,non-veg,3,1,0,1,3326,158.5,539.2,59.5,1,1,0
Wrestling,Greco-Roman wrestler,male,24,61.2,178,9,59,5,0,0,6,maintain,non-veg,4,0,0,1,2897,155.1,357.0,94.3,0,0,1
Wrestling,Greco-Roman wrestler,male,21,74.4,159,7,84,3,0,0,4,maintain,non-veg,4,0,0,1,3121,145.4,495.5,61.9,0,0,1
Wrestling,Freestyle wrestler,male,21,66.6,180,8,65,5,0,0,5,cut,non-veg,4,0,2,1,3105,135.4,510.3,58.0,0,0,1
Kabaddi,Defender,female,24,52.7,162,7,96,2,0,0,5,maintain,non-veg,2,1,0,1,2167,116.9,317.9,47.5,1,0,0
Cricket,All-rounder,male,23,79.7,167,2,54,5,1,0,6,bulk,non-veg,0,0,1,1,3491,152.2,563.9,69.6,0,0,0
Wrestling,Greco-Roman wrestler,male,14,75.7,173,7,74,2,0,0,3,cut,non-veg,4,0,2,1,2922,147.4,449.9,59.2,0,1,1
Badminton,Singles player,male,26,45.0,159,8,82,6,0,0,3,cut,veg,5,0,2,0,1958,70.8,279.1,62.0,0,0,1
Badminton,Doubles player,male,16,66.7,168,4,144,5,0,0,6,bulk,non-veg,5,0,1,1,2845,108.7,430.4,76.5,0,1,1
Cricket,Spin bowler,female,22,45.0,173,5,107,5,1,0,6,maintain,non-veg,0,1,0,1,2293,82.8,229.6,115.9,1,0,0
Football,Defender,male,14,64.9,169,3,67,2,1,0,4,bulk,non-veg,1,0,1,1,3868,133.6,679.8,68.3,0,1,0
Athletics,Long-distance runner,female,20,45.0,152,6,70,4,0,0,5,maintain,veg,3,1,0,0,2439,74.5,441.1,41.8,1,0,0
Wrestling,Greco-Roman wrestler,male,15,67.1,164,3,129,3,0,0,7,maintain,non-veg,4,0,0,1,2506,137.3,371.4,52.4,1,1,1
Athletics,Jumper,male,17,54.1,166,5,116,5,0,0,3,cut,veg,3,0,2,0,2862,99.7,513.4,45.5,0,1,0
Kabaddi,Raider,male,14,63.4,162,4,61,4,1,0,1,maintain,veg,2,0,0,0,2759,127.0,410.9,67.5,0,1,0
Badminton,Singles player,male,27,63.7,166,3,83,4,1,0,6,bulk,non-veg,5,0,1,1,3031,133.0,478.7,64.9,0,0,1
Football,Winger,male,14,71.1,169,8,114,6,0,0,5,bulk,non-veg,1,0,1,1,3279,116.5,440.8,116.6,0,1,0
Badminton,Doubles player,male,22,74.7,175,3,118,5,1,0,2,maintain,veg,5,0,0,0,3617,135.7,622.2,65.0,0,0,1
Football,Midfielder,female,16,45.0,156,1,122,5,0,1,5,maintain,non-veg,1,1,0,1,2252,92.7,398.2,32.0,1,1,0
Kabaddi,All-rounder,male,23,76.5,171,3,67,4,0,0,3,bulk,non-veg,2,0,1,1,3558,150.0,599.5,62.2,0,0,0
Football,Goalkeeper,male,20,77.5,173,5,135,5,0,1,3,maintain,non-veg,1,0,0,1,3682,139.4,645.2,60.4,0,0,0
Football,Striker,female,16,50.3,162,8,30,4,0,0,1,maintain,non-veg,1,1,0,1,2310,93.1,372.9,49.6,1,1,0
Athletics,Thrower,male,14,75.7,163,7,98,3,0,1,6,bulk,non-veg,3,0,1,1,4204,145.2,750.4,69.1,0,1,0
Badminton,Singles player,male,25,68.2,170,5,61,5,0,0,3,cut,non-veg,5,0,2,1,3056,120.1,531.5,50.0,0,0,1
Cricket,Wicket-keeper,male,16,56.9,179,5,131,1,0,0,5,maintain,non-veg,0,0,0,1,2580,112.6,362.8,75.4,0,1,0
Athletics,Jumper,female,23,63.7,166,7,126,4,0,0,8,bulk,non-veg,3,1,1,1,3103,126.2,515.7,59.5,1,0,0
Wrestling,Freestyle wrestler,female,21,64.9,152,7,98,5,1,0,4,cut,veg,4,1,2,0,2794,138.2,450.2,48.9,1,1,1
Athletics,Long-distance runner,male,22,65.6,175,6,65,7,0,0,4,maintain,non-veg,3,0,0,1,3028,105.1,516.3,60.3,0,0,0
Wrestling,Freestyle wrestler,female,19,56.2,172,6,97,4,0,0,6,cut,veg,4,1,2,0,2618,129.8,428.3,42.9,1,1,1
Badminton,Singles player,male,21,64.3,174,10,96,6,0,0,7,cut,non-veg,5,0,2,1,2750,96.6,453.5,61.1,0,0,1
Athletics,Jumper,female,22,74.6,152,2,141,4,0,0,5,cut,non-veg,3,1,2,1,3624,123.7,701.7,35.8,1,0,0
Badminton,Doubles player,male,26,64.1,176,6,134,4,1,0,3,cut,veg,5,0,2,0,2674,127.9,409.2,58.4,0,0,1
Athletics,Thrower,male,18,62.8,176,3,62,5,0,0,2,bulk,veg,3,0,1,0,2966,136.1,471.3,59.6,0,1,0
Athletics,Thrower,male,19,57.4,185,6,84,2,0,0,8,maintain,non-veg,3,0,0,1,2730,104.5,442.9,60.1,1,1,0
Cricket,All-rounder,male,16,66.9,183,10,105,3,0,0,6,bulk,non-veg,0,0,1,1,3602,130.3,350.9,186.3,0,1,0
Badminton,Singles player,male,20,80.3,166,8,133,5,0,0,5,maintain,non-veg,5,0,0,1,3078,125.4,491.2,67.9,0,0,1
Kabaddi,Defender,male,17,45.5,178,5,81,4,1,0,5,bulk,veg,2,0,1,0,2979,85.8,344.1,139.9,0,1,0
Wrestling,Greco-Roman wrestler,male,22,71.8,178,5,46,5,0,1,3,cut,veg,4,0,2,0,2625,164.5,376.2,51.4,0,0,1
Kabaddi,All-rounder,male,14,74.8,162,5,73,6,1,0,6,maintain,non-veg,2,0,0,1,3548,159.0,576.3,67.4,0,1,0
Football,Striker,male,22,82.4,180,3,116,3,0,0,3,maintain,veg,1,0,0,0,3178,165.3,495.6,59.4,0,0,0
Wrestling,Greco-Roman wrestler,male,15,75.4,172,7,31,6,0,0,8,maintain,non-veg,4,0,0,1,3454,164.2,549.7,66.5,1,1,1
Badminton,Singles player,male,23,71.2,167,3,65,5,0,0,2,maintain,veg,5,0,0,0,3120,134.1,526.6,53.0,0,0,1
Wrestling,Freestyle wrestler,male,18,70.6,167,5,89,4,0,0,2,bulk,non-veg,4,0,1,1,3152,167.6,472.1,65.9,0,1,1
Wrestling,Greco-Roman wrestler,female,15,63.8,152,6,73,4,0,0,3,bulk,veg,4,1,1,0,2771,163.5,402.7,56.2,1,1,1
Football,Striker,male,16,62.7,163,5,92,4,0,1,6,maintain,non-veg,1,0,0,1,2413,110.8,321.9,75.8,0,1,0
Athletics,Hurdler,male,23,57.0,168,6,112,4,0,0,5,maintain,non-veg,3,0,0,1,2492,118.8,351.4,67.9,0,0,0
Football,Midfielder,male,16,83.7,184,9,62,5,0,0,4,maintain,non-veg,1,0,0,1,4346,173.8,740.5,76.5,0,1,0
Athletics,Hurdler,male,14,74.0,169,5,105,6,0,0,5,maintain,veg,3,0,0,0,3124,147.3,495.0,61.6,0,1,0
Badminton,Doubles player,male,21,64.7,170,2,136,5,0,0,1,bulk,non-veg,5,0,1,1,2513,110.7,360.7,69.7,0,0,1
Cricket,Spin bowler,male,23,61.1,162,4,81,4,1,0,3,maintain,non-veg,0,0,0,1,2657,110.4,421.5,58.8,0,0,0
Athletics,Hurdler,male,14,46.8,161,7,81,3,0,0,6,cut,non-veg,3,0,2,1,2046,79.1,312.2,53.4,0,1,0
Football,Midfielder,male,21,50.3,166,7,69,6,0,1,7,bulk,veg,1,0,1,0,2649,94.1,371.0,87.6,0,0,1
Athletics,Thrower,male,20,69.9,173,5,57,4,0,0,4,maintain,veg,3,0,0,0,2856,120.2,459.0,59.9,0,0,0
Badminton,Singles player,male,23,55.3,181,8,42,4,0,1,4,maintain,non-veg,5,0,0,1,2655,103.0,279.7,124.9,0,0,1
Badminton,Doubles player,male,14,65.4,175,5,38,5,0,0,8,cut,veg,5,0,2,0,2544,104.7,414.0,52.1,0,1,1
Badminton,Singles player,male,21,77.7,178,4,52,5,1,0,6,bulk,non-veg,5,0,1,1,4317,141.4,767.7,75.6,0,0,1
Badminton,Singles player,male,27,70.1,163,6,68,4,0,0,1,bulk,veg,5,0,1,0,2923,118.1,392.1,98.0,0,0,1
Cricket,Batsman,male,17,58.8,169,5,38,4,0,0,6,bulk,veg,0,0,1,0,2803,96.6,353.5,111.4,0,1,0
Cricket,Batsman,male,18,66.9,180,5,100,4,0,1,5,cut,non-veg,0,0,2,1,2285,117.7,318.5,60.0,0,1,0
Badminton,Singles player,female,23,63.2,159,6,112,3,0,0,5,cut,non-veg,5,1,2,1,2699,104.5,476.5,41.7,1,0,1
Kabaddi,Raider,male,17,61.6,174,8,152,6,1,0,6,bulk,non-veg,2,0,1,1,3535,126.9,509.3,110.0,0,1,0
Kabaddi,All-rounder,female,14,64.7,161,5,42,4,0,0,6,cut,non-veg,2,1,2,1,2614,141.4,415.7,42.8,1,1,0
Wrestling,Freestyle wrestler,female,24,68.9,157,6,61,3,0,0,2,bulk,non-veg,4,1,1,1,2648,136.5,395.8,57.6,1,1,1
Athletics,Hurdler,male,20,91.1,165,6,92,6,0,1,3,maintain,non-veg,3,0,0,1,4890,196.6,878.5,65.5,0,0,0
Football,Defender,female,14,45.0,160,8,79,4,0,0,6,bulk,veg,1,1,1,0,2433,83.5,278.6,109.4,1,1,0
Wrestling,Greco-Roman wrestler,male,30,72.0,182,5,111,5,1,0,4,cut,non-veg,4,0,2,1,3393,158.5,554.2,60.2,0,0,1
Kabaddi,Raider,female,30,71.0,153,7,110,4,0,0,4,cut,non-veg,2,1,2,1,3126,141.4,542.5,43.4,1,0,0
Athletics,Thrower,female,17,64.9,156,8,77,3,0,0,4,cut,veg,3,1,2,0,2878,124.1,492.4,45.8,1,1,0
Football,Midfielder,male,17,58.2,165,5,107,4,0,0,5,maintain,non-veg,1,0,0,1,2490,115.4,384.4,54.5,0,1,0
Wrestling,Freestyle wrestler,female,19,66.1,166,5,63,4,0,0,3,maintain,non-veg,4,1,0,1,2732,143.1,424.5,51.3,1,1,1
Kabaddi,Defender,male,17,83.4,163,6,80,5,0,0,5,maintain,non-veg,2,0,0,1,4145,197.6,692.5,65.0,0,1,0
Badminton,Singles player,male,20,69.9,169,5,114,5,1,0,3,maintain,non-veg,5,0,0,1,2973,144.3,433.5,73.5,0,0,1
Wrestling,Freestyle wrestler,male,21,67.7,173,7,108,6,0,0,6,maintain,non-veg,4,0,0,1,2951,127.1,469.9,62.6,0,0,1
Kabaddi,All-rounder,male,21,69.6,157,8,100,4,1,0,4,bulk,veg,2,0,1,0,3851,159.2,631.2,76.6,0,0,0
Football,Midfielder,male,27,74.1,160,6,113,5,0,0,4,maintain,veg,1,0,0,0,3666,123.6,660.0,59.1,0,0,0
Badminton,Doubles player,male,18,64.4,170,6,106,5,0,0,4,maintain,non-veg,5,0,0,1,2709,116.0,427.4,59.5,0,1,1
Wrestling,Freestyle wrestler,male,23,71.4,166,3,90,5,0,0,5,bulk,veg,4,0,1,0,2850,143.3,435.2,59.6,0,0,1
Athletics,Long-distance runner,male,14,55.8,174,9,103,5,0,0,3,bulk,non-veg,3,0,1,1,3170,122.1,513.0,69.9,0,1,0
Badminton,Doubles player,male,22,66.2,172,4,42,6,1,0,4,bulk,veg,5,0,1,0,3372,128.2,557.8,69.8,0,0,1
Badminton,Doubles player,male,25,55.0,173,2,120,4,0,0,6,bulk,non-veg,5,0,1,1,2477,98.8,401.6,52.8,0,0,1
Athletics,Jumper,female,20,45.0,166,4,105,4,0,0,4,cut,non-veg,3,1,2,1,1787,83.2,286.0,34.5,1,0,0
Athletics,Sprinter,male,21,73.1,187,5,115,3,0,0,8,maintain,non-veg,3,0,0,1,2971,135.9,462.8,64.0,1,0,0
Football,Striker,male,22,60.2,179,4,114,6,0,0,10,maintain,non-veg,1,0,0,1,2917,125.2,478.7,55.7,0,0,1
Cricket,Batsman,female,21,70.7,177,5,62,6,0,0,2,maintain,non-veg,0,1,0,1,2476,116.5,360.0,63.3,1,0,0
Kabaddi,Defender,male,14,59.3,178,1,87,4,0,0,2,maintain,non-veg,2,0,0,1,2461,107.2,401.4,47.4,0,1,0
Badminton,Doubles player,female,22,55.6,158,5,66,3,1,0,7,maintain,non-veg,5,1,0,1,2800,105.4,478.9,51.4,1,0,1
